target_id,score_run_id,vertical,naics_code,legal_name,dba_name,address,city,county,state,zip,phone,website,license_number,license_type,license_holder_name,banner_program,owner_name,owner_age_estimate,owner_age_source,owner_tenure_years,years_in_business,entity_status,is_distressed,distress_reasons,location_count,pharmacist_count,compounding_capability,layer1_score,layer1_comment,layer2_score,layer2_comment,layer3_score,layer3_comment,layer4_score,layer4_comment,final_score,final_tier,final_comment,value_add_thesis,confidence,data_completeness,deep_dive_pending,drop_reason,disqualifier_type,family_successor_locked,scored_at,batch_idx,spine_index
pharm-2-77,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Hovic Pharmacy,Hovic Pharmacy,6306 Meadowbrook Dr,Fort Worth,Tarrant,TX,76112,(817) 888-3132,https://hovicpharmacy.com/,,Class A (Community Pharmacy),Mr Gibril (per customer reviews),Independent (RxLocal),Mr. Gibril (pharmacist),,unknown,,,unknown,False,[],,1,,45.0,no owner-age signal; midpoint placeholder,50,"Class A pharmacy, tenure unknown — placeholder midpoint",55,2 coast tell(s): no specialty services; single-store solo PIC operation,57,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Fort Worth),51,D,D-tier: Hovic Pharmacy (Fort Worth). ,Not a current target. See disqualifier / distress reasons.,low,0.5,False,,,False,2026-05-16T17:03:57Z,2,77
pharm-1-35,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Alamo City Pharmacy,Alamo City Pharmacy,,San Antonio,Bexar,TX,,,https://alamocitypharmacy.com/,,,,Good Neighbor Pharmacy,Sara Elizondo (PIC at Alamo City Pharmacy LLC),,no_signal,,,unknown,False,[],1,1,yes,45.0,no owner-age signal; midpoint placeholder,58,"Class A pharmacy, tenure unknown — placeholder midpoint | +5 compounding, +3 banner (GNP/Health Mart)",42,1 coast tell(s): single-store solo PIC operation,65,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | +5 compounding specialty,50,D,D-tier: Alamo City Pharmacy (San Antonio). ,Not a current target. See disqualifier / distress reasons.,low,0.42,False,,,False,2026-05-16T17:03:57Z,1,35
pharm-1-49,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Stone Oak Pharmacy,Stone Oak Pharmacy,,San Antonio,Bexar,TX,,,https://www.stoneoakpharmacy.net/,,,,Independent (RxLocal),"Ernesto Garza Gongora, PharmD (Owner)",,no_grad_year_signal,,,Active — but received FMD-145 FDA letter 2019,False,[],1,1,yes - specialty compounding featured,45.0,no owner-age signal; midpoint placeholder,55,"Class A pharmacy, tenure unknown — placeholder midpoint | +5 compounding",42,1 coast tell(s): single-store solo PIC operation,65,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | +5 compounding specialty,50,D,D-tier: Stone Oak Pharmacy (San Antonio). ,Not a current target. See disqualifier / distress reasons.,medium,0.62,False,,,False,2026-05-16T17:03:57Z,1,49
pharm-1-16,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Tru Med Pharmacy,Tru Med Pharmacy,,Houston,Harris,TX,,,https://trumedrx.net/,,,,Good Neighbor Pharmacy,"Dr. Truman Warren, RPh (associated; Bay City location ownership)",,no_signal_for_houston_location,,,unknown,False,[],2,,unknown,45.0,no owner-age signal; midpoint placeholder,53,"Class A pharmacy, tenure unknown — placeholder midpoint | +3 banner (GNP/Health Mart)",42,1 coast tell(s): no public team / about page,57,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Houston),48,D,D-tier: Tru Med Pharmacy (Houston). ,Not a current target. See disqualifier / distress reasons.,low,0.35,False,,,False,2026-05-16T17:03:57Z,1,16
pharm-1-36,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Shavano Oaks Pharmacy at Westover Hills,Shavano Oaks Pharmacy at Westover Hills,,San Antonio,Bexar,TX,,,,,,,Good Neighbor Pharmacy,"Christina Marie Baker Hickerson, PharmD (Pharmacy Director)",,no_signal,,,unknown,False,[],3,,unknown,45.0,no owner-age signal; midpoint placeholder,53,"Class A pharmacy, tenure unknown — placeholder midpoint | +3 banner (GNP/Health Mart)",42,1 coast tell(s): pre-2015 website or none,60,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline),48,D,D-tier: Shavano Oaks Pharmacy at Westover Hills (San Antonio). ,Not a current target. See disqualifier / distress reasons.,low,0.5,False,,,False,2026-05-16T17:03:57Z,1,36
pharm-1-37,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Shavano Oaks Pharmacy (Paesanos),Shavano Oaks Pharmacy (Paesanos),,San Antonio,Bexar,TX,,,,,,,Good Neighbor Pharmacy,"Christina Marie Baker Hickerson, PharmD (same as spine_index 36)",,no_signal,,,unknown,False,[],3,,unknown,45.0,no owner-age signal; midpoint placeholder,53,"Class A pharmacy, tenure unknown — placeholder midpoint | +3 banner (GNP/Health Mart)",42,1 coast tell(s): pre-2015 website or none,60,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline),48,D,D-tier: Shavano Oaks Pharmacy (Paesanos) (San Antonio). ,Not a current target. See disqualifier / distress reasons.,low,0.45,False,,,False,2026-05-16T17:03:57Z,1,37
pharm-1-15,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Biocare Pharmacy,Biocare Pharmacy,,Houston,Harris,TX,,,https://www.biocarepharmacy.us/,,,,Good Neighbor Pharmacy / Health Mart,"Annie Truong and Chau Phan, RPh (compounding specialists, 20+ yr exp)",50,20yr_experience_proxy (rPh ~1995-2000 graduates),16,16,unknown,False,[],1,2,yes - compounding pharmacy w/ federal/state govt contracts,33.6,"Owner ~50 (<53, low succession risk)",89.8,"Multi-pharmacist/multi-loc Class A, 16yr tenure (1 loc, 2 pharmacist(s)) | +5 compounding, +3 banner (GNP/Health Mart)",18,0 coast tell(s): none observed,62,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Houston) | +5 compounding specialty,47,D,D-tier: Biocare Pharmacy (Houston). ,Not a current target. See disqualifier / distress reasons.,medium,0.65,False,,,False,2026-05-16T17:03:57Z,1,15
pharm-1-22,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Meridian Pharmacy,Meridian Pharmacy,,Dallas,Dallas,TX,,,www.meridianpharmacy.com (per phone reference),,,,Good Neighbor Pharmacy,,,no_signal (Sterling Day listed as biz dev only),,,unknown,False,[],3,,unknown,45.0,no owner-age signal; midpoint placeholder,53,"Class A pharmacy, tenure unknown — placeholder midpoint | +3 banner (GNP/Health Mart)",18,0 coast tell(s): none observed,57,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Dallas),41,D,D-tier: Meridian Pharmacy (Dallas). ,Not a current target. See disqualifier / distress reasons.,low,0.4,False,,,False,2026-05-16T17:03:57Z,1,22
pharm-1-0,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Briargrove Pharmacy & Gifts,Briargrove Pharmacy & Gifts,,Houston,Harris,TX,,,https://www.briargroverx.com/,,,,Independent (RxLocal),"Antoun and Sally Salib, PharmD",45,ownership_transfer_2013 (new ownership took over a 1968 store; Sally Salib LinkedIn shows PharmD ~mid-career; owners are NOT the legacy founders),13,58,Active (assumed; live since 2013 ownership),False,[],1,4,yes - non-sterile compounding,31.2,"Owner ~45 (<53, low succession risk)",95.0,"Multi-pharmacist/multi-loc Class A, 58yr tenure (1 loc, 4 pharmacist(s)) | +5 compounding",55,2 coast tell(s): Operated under same brand since 1968 (legacy continuity); storefront photos aged / legacy branding,62,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Houston) | +5 compounding specialty,40,D,"D-tier: Briargrove Pharmacy & Gifts (Houston). Family successor in place — demoted (watch-list, not active target), Young owner / recent ownership change — not exit-ready, capped to D",Not a current target. See disqualifier / distress reasons.,high,0.78,False,,young_owner_or_recent_acquisition,True,2026-05-16T17:03:57Z,1,0
pharm-1-9,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,We Care Rx Pharmacy,We Care Rx Pharmacy,,Houston,Harris,TX,,,https://www.mywecarerx.com/,,,,Independent (RxLocal),"Dr. Brandy Williams, PharmD",40,founded_2017_proxy (recent PharmD graduate or mid-career),9,9,unknown,False,[],1,,yes,28.9,"Owner ~40 (<53, low succession risk)",66,Class A pharmacy (9yr) — short of 10yr sellability floor | +5 compounding,55,"2 coast tell(s): None — modern 2017 founding, online ordering presence; single-store solo PIC operation",62,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Houston) | +5 compounding specialty,40,D,"D-tier: We Care Rx Pharmacy (Houston). Young owner / recent ownership change — not exit-ready, capped to D",Not a current target. See disqualifier / distress reasons.,medium,0.65,False,,young_owner_or_recent_acquisition,False,2026-05-16T17:03:57Z,1,9
pharm-1-11,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Apteek Pharmacy,Apteek Pharmacy,,Houston,Harris,TX,,,https://www.apteekpharmacy.com/,,,,Independent (RxLocal); NCPA member,"Kunal Patel, PharmD (with wife Priti)",42,houstonia_article_2020_proxy (described as mid-career River Oaks concierge service),,,unknown,False,[],1,1,yes - compounding featured prominently,29.8,"Owner ~42 (<53, low succession risk)",55,"Class A pharmacy, tenure unknown — placeholder midpoint | +5 compounding",42,1 coast tell(s): single-store solo PIC operation,62,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Houston) | +5 compounding specialty,40,D,"D-tier: Apteek Pharmacy (Houston). Young owner / recent ownership change — not exit-ready, capped to D",Not a current target. See disqualifier / distress reasons.,medium,0.62,False,,young_owner_or_recent_acquisition,False,2026-05-16T17:03:57Z,1,11
pharm-1-14,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,La Rx Pharmacy,La Rx Pharmacy,,Houston,Harris,TX,,,https://www.larx-tx.com/,,,,Good Neighbor Pharmacy,"Trinh Nguyen, PharmD (Pharmacist In Charge)",40,tsu_pharmd_2015_licensure (10+ yr retail experience by license date),11,11,unknown,False,[],2,1,unknown,28.9,"Owner ~40 (<53, low succession risk)",85.8,"Multi-pharmacist/multi-loc Class A, 11yr tenure (2 loc, 1 pharmacist(s)) | +3 banner (GNP/Health Mart)",18,0 coast tell(s): none observed,57,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Houston),40,D,"D-tier: La Rx Pharmacy (Houston). Young owner / recent ownership change — not exit-ready, capped to D",Not a current target. See disqualifier / distress reasons.,medium,0.62,False,,young_owner_or_recent_acquisition,False,2026-05-16T17:03:57Z,1,14
pharm-1-17,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,HMU Pharmacy,HMU Pharmacy,,Houston,Harris,TX,,,https://www.hmutx.com/pharmacy/,,,,Independent (RxLocal),"Zahraa (PIC, ~retail since 2015)",36,"retail_since_2015 (10yr exp, est. PharmD ~2013, ~36)",,,unknown,False,[],1,1,specialty (urology focus),27.0,"Owner ~36 (<53, low succession risk)",55,"Class A pharmacy, tenure unknown — placeholder midpoint | +5 compounding",42,1 coast tell(s): single-store solo PIC operation,62,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Houston) | +5 compounding specialty,40,D,"D-tier: HMU Pharmacy (Houston). Young owner / recent ownership change — not exit-ready, capped to D",Not a current target. See disqualifier / distress reasons.,low,0.5,False,,young_owner_or_recent_acquisition,False,2026-05-16T17:03:57Z,1,17
pharm-1-18,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Cypress Compounding Pharmacy,Cypress Compounding Pharmacy,,Houston,Harris,TX,,,https://ccpharmacy.com/,,,,Independent,"Nick Davis, PharmD (with wife Sandra, both UT Austin College of Pharmacy class of 2010)",40,"linkedin_grad_ut_austin_2010 (PharmD 2010 + 24 = ~36, plus 4yrs = ~40)",13,13,unknown,False,[],1,2,yes - dedicated compounding pharmacy,28.9,"Owner ~40 (<53, low succession risk)",85.9,"Multi-pharmacist/multi-loc Class A, 13yr tenure (1 loc, 2 pharmacist(s)) | +5 compounding",18,0 coast tell(s): none observed,62,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Houston) | +5 compounding specialty,40,D,"D-tier: Cypress Compounding Pharmacy (Houston). Family successor in place — demoted (watch-list, not active target), Young owner / recent ownership change — not exit-ready, capped to D",Not a current target. See disqualifier / distress reasons.,high,0.78,False,,young_owner_or_recent_acquisition,True,2026-05-16T17:03:57Z,1,18
pharm-1-25,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Oak Lawn Pharmacy,Oak Lawn Pharmacy,,Dallas,Dallas,TX,,,https://oaklawnpharmacy.com/,,,,Independent (RxLocal),"Sean Gatz, PharmD (PIC); rebranded from Pride Pharmacy 2020",42,modern_op_2010_founding_proxy,16,16,unknown,False,[],1,,unknown,29.8,"Owner ~42 (<53, low succession risk)",71.6,Solo pharmacist 10+yr Class A (16yr tenure) | +3 specialty (LTC/veterinary),42,1 coast tell(s): single-store solo PIC operation,57,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Dallas),40,D,"D-tier: Oak Lawn Pharmacy (Dallas). Young owner / recent ownership change — not exit-ready, capped to D",Not a current target. See disqualifier / distress reasons.,medium,0.65,False,,young_owner_or_recent_acquisition,False,2026-05-16T17:03:57Z,1,25
pharm-1-39,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Oakdell Pharmacy,Oakdell Pharmacy,,San Antonio,Bexar,TX,,,https://oakdellpharmacy.com/,,,,Health Mart,"Jeff Carson, RPh (UT College of Pharmacy 1996; third-gen pharmacist; son of John R. Carson founder)",53,"linkedin_ut_pharmacy_1996_grad (1996 + 24 = ~50, + 3yr = ~53)",30,57,Active,False,[],3,6,yes - sterile compounding (FDA inspected 2017),35,"Owner ~53 (53-57 band, early succession window)",100,"Multi-pharmacist/multi-loc Class A, 57yr tenure (3 loc, 6 pharmacist(s)) | +5 compounding, +3 banner (GNP/Health Mart)",67,3 coast tell(s): FDA State Referral Letter 2017 — minor compounding issue documented but not enforcement action; Stone Oak location closed (consolidation); 30+ yr tenure under same owner,65,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | +5 compounding specialty,40,D,"D-tier: Oakdell Pharmacy (San Antonio). Family successor in place — demoted (watch-list, not active target), Young owner / recent ownership change — not exit-ready, capped to D",Not a current target. See disqualifier / distress reasons.,high,0.85,False,,young_owner_or_recent_acquisition,True,2026-05-16T17:03:57Z,1,39
pharm-1-26,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Trinity Family Pharmacy,Trinity Family Pharmacy,,Dallas,Dallas,TX,,,,,,,Independent (RxLocal),"Tommy Lee Jones (Managing Officer, Trinity Drugs LLC)",,no_signal,,,unknown,True,"[""DEA/opioid distress per notes""]",1,,unknown,45.0,no owner-age signal; midpoint placeholder,50,"Class A pharmacy, tenure unknown — placeholder midpoint",84,5 coast tell(s): No website; pre-2015 website or none; single-store solo PIC operation; RxLocal-only microsite (no independent domain); no public team / about page,57,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Dallas),25,D,D-tier: Trinity Family Pharmacy (Dallas). Hard gate: distressed — capped to D_pass<=25,Not a current target. See disqualifier / distress reasons.,unknown,0.32,False,,,False,2026-05-16T17:03:57Z,1,26
pharm-2-51,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Rite Away Pharmacy,Rite-Away Pharmacy & Medical Supply,2235 Thousand Oaks (multi-location),San Antonio,Bexar,TX,78232,(210) 490-2733,https://riteawaypharmacy.com/,,Class A (Community Pharmacy),"Jitendra Chaudhary, PharmD (PIC #2)",Independent (RxLocal) / Health Mart,"Jitendra Chaudhary, PharmD (family operation)",,unknown,,,unknown,True,"[""DEA/opioid distribution settlement: $275,000 fine for alleged unlawful opioid distribution"", ""DEA/opioid distress per notes""]",,,,45.0,no owner-age signal; midpoint placeholder,53,"Class A pharmacy, tenure unknown — placeholder midpoint | +3 banner (GNP/Health Mart)",55,2 coast tell(s): no specialty services; single-store solo PIC operation,60,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline),25,D,D-tier: Rite Away Pharmacy (San Antonio). Hard gate: distressed — capped to D_pass<=25,Not a current target. See disqualifier / distress reasons.,medium,0.6,False,,,False,2026-05-16T17:03:57Z,2,51
pharm-1-2,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Texas Unicare Pharmacy,Texas Unicare Pharmacy,,Houston,Harris,TX,,,,,,,Independent (RxLocal),,,no_signal,,,unknown,False,[],1,,unknown,45.0,no owner-age signal; midpoint placeholder,50,"Class A pharmacy, tenure unknown — placeholder midpoint",88,6 coast tell(s): No website; No public team/about info; pre-2015 website or none; single-store solo PIC operation; RxLocal-only microsite (no independent domain); no public team / about page,57,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Houston),20,D,D-tier: Texas Unicare Pharmacy (Houston). DROP: cannot_verify_business_exists,Not a current target. See disqualifier / distress reasons.,unknown,0.18,False,cannot_verify_business_exists,,False,2026-05-16T17:03:57Z,1,2
pharm-1-5,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Bissonnet Discount Pharmacy,Bissonnet Discount Pharmacy,,Houston,Harris,TX,,,,,,,Independent (RxLocal),,,no_signal,,,unknown,False,[],1,,unknown,45.0,no owner-age signal; midpoint placeholder,50,"Class A pharmacy, tenure unknown — placeholder midpoint",96,8 coast tell(s): No website; No public team info; 'Discount' branding suggests price-driven low-margin operation; pre-2015 website or none; storefront photos aged / legacy branding; single-store solo PIC operation,57,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Houston),20,D,D-tier: Bissonnet Discount Pharmacy (Houston). DROP: cannot_verify_business_exists,Not a current target. See disqualifier / distress reasons.,unknown,0.15,False,cannot_verify_business_exists,,False,2026-05-16T17:03:57Z,1,5
pharm-1-7,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Vecino Pharmacy Services,Vecino Pharmacy Services,,Houston,Harris,TX,,,,,,,FQHC pharmacy (NOT independent),Vecino Health Centers (non-profit FQHC parent),,non_applicable - 501c3,,27,Active (non-profit),False,[],1,,unknown,45.0,no owner-age signal; midpoint placeholder,75.2,Solo pharmacist 10+yr Class A (27yr tenure),55,2 coast tell(s): pre-2015 website or none; single-store solo PIC operation,57,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Houston),20,D,D-tier: Vecino Pharmacy Services (Houston). DROP: non_independent_or_hospital_owned,Not a current target. See disqualifier / distress reasons.,low,0.45,False,non_independent_or_hospital_owned,non_independent_or_hospital_owned,False,2026-05-16T17:03:57Z,1,7
pharm-1-20,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Palmer Pharmacy Plus,Palmer Pharmacy Plus,,Dallas,Dallas,TX,,,,,,,Good Neighbor Pharmacy,,,no_signal,,,unknown,False,[],1,,yes (per reviews),45.0,no owner-age signal; midpoint placeholder,58,"Class A pharmacy, tenure unknown — placeholder midpoint | +5 compounding, +3 banner (GNP/Health Mart)",84,5 coast tell(s): No independent website; Single-location LTC operation; pre-2015 website or none; single-store solo PIC operation; no public team / about page,62,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Dallas) | +5 compounding specialty,20,D,D-tier: Palmer Pharmacy Plus (Dallas). DROP: cannot_verify_business_exists,Not a current target. See disqualifier / distress reasons.,unknown,0.3,False,cannot_verify_business_exists,,False,2026-05-16T17:03:57Z,1,20
pharm-1-29,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Dougherty's Pharmacy,Dougherty's Pharmacy,,Dallas,Dallas,TX,,,https://www.doughertys.com/,,,,Independent (RxLocal),"Multi-generational; W.B. Dougherty founder, Joe B. Park (50+ yr PIC), now public Delaware corp",,non_applicable - publicly_held_corp (SEC 10-K filings),97,97,Public company (Delaware corp; previously SEC-registered),False,[],2,,yes - long-tradition compounding,45.0,no owner-age signal; midpoint placeholder,95.5,"Multi-pharmacist/multi-loc Class A, 97yr tenure (2 loc, 1 pharmacist(s)) | +5 compounding",42,1 coast tell(s): 30+ yr tenure under same owner,62,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Dallas) | +5 compounding specialty,20,D,D-tier: Dougherty's Pharmacy (Dallas). DROP: public_corp,Not a current target. See disqualifier / distress reasons.,medium,0.72,False,public_corp,public_corp,False,2026-05-16T17:03:57Z,1,29
pharm-1-31,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Bluitt's Pharmacy,Bluitt's Pharmacy,,Dallas,Dallas,TX,,,,,,,Independent (RxLocal),Wilbert Earl Bluitt (Owner),65,"linkedin_owner_listing (long-time independent operator, eponymous brand, est. age 60-70)",,,unknown,True,"[""closed/dissolved per notes""]",1,1,unknown,81.0,"Owner ~65 (63-67 band, high succession risk)",50,"Class A pharmacy, tenure unknown — placeholder midpoint",84,5 coast tell(s): No website; Yelp closed/inactive listing; pre-2015 website or none; single-store solo PIC operation; RxLocal-only microsite (no independent domain),57,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Dallas),20,D,"D-tier: Bluitt's Pharmacy (Dallas). Hard gate: distressed — capped to D_pass<=25, DROP: closed_or_stale",Not a current target. See disqualifier / distress reasons.,low,0.5,False,closed_or_stale,closed_or_stale,False,2026-05-16T17:03:57Z,1,31
pharm-1-33,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Presbyterian Prescription Shoppe,Presbyterian Prescription Shoppe,,Dallas,Dallas,TX,,,,,,,Texas Health Presbyterian-affiliated,Texas Health Resources (likely parent — operates as 'Texas Health Prescription Shop'),,non_applicable - hospital_system_owned,,,Active (hospital-system-owned),False,[],1,,unknown,45.0,no owner-age signal; midpoint placeholder,50,"Class A pharmacy, tenure unknown — placeholder midpoint",55,2 coast tell(s): pre-2015 website or none; single-store solo PIC operation,57,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Dallas),20,D,D-tier: Presbyterian Prescription Shoppe (Dallas). DROP: non_independent_or_hospital_owned,Not a current target. See disqualifier / distress reasons.,low,0.4,False,non_independent_or_hospital_owned,non_independent_or_hospital_owned,False,2026-05-16T17:03:57Z,1,33
pharm-1-40,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Oakdell Pharmacy - Stone Oak,Oakdell Pharmacy - Stone Oak,,San Antonio,Bexar,TX,,,,,,,Health Mart,"Jeff Carson, RPh (same parent as spine_index 39)",53,linkedin_grad_1996,30,57,CLOSED (Yelp lists CLOSED),True,"[""entity_status=CLOSED (Yelp lists CLOSED)"", ""closed/dissolved per notes""]",3,,,35,"Owner ~53 (53-57 band, early succession window)",96.0,"Multi-pharmacist/multi-loc Class A, 57yr tenure (3 loc, 1 pharmacist(s)) | +3 banner (GNP/Health Mart)",80,4 coast tell(s): LOCATION CLOSED per Yelp; pre-2015 website or none; no specialty services; 30+ yr tenure under same owner,60,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline),20,D,"D-tier: Oakdell Pharmacy - Stone Oak (San Antonio). Hard gate: distressed — capped to D_pass<=25, Family successor in place — demoted (watch-list, not active target), DROP: closed_or_stale",Not a current target. See disqualifier / distress reasons.,medium,0.55,False,closed_or_stale,closed_or_stale,True,2026-05-16T17:03:57Z,1,40
pharm-1-46,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Westover Hills Pharmacy,Westover Hills Pharmacy,,San Antonio,Bexar,TX,,,https://www.westoverhillsrx.com/,,,,Independent (RxLocal),,,no_signal,,,unknown — Yelp shows 'CLOSED' on prior listing,True,"[""entity_status=unknown \u2014 Yelp shows 'CLOSED' on prior listing"", ""closed/dissolved per notes""]",1,,unknown,45.0,no owner-age signal; midpoint placeholder,50,"Class A pharmacy, tenure unknown — placeholder midpoint",55,2 coast tell(s): single-store solo PIC operation; no public team / about page,60,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline),20,D,"D-tier: Westover Hills Pharmacy (San Antonio). Hard gate: distressed — capped to D_pass<=25, DROP: closed_or_stale",Not a current target. See disqualifier / distress reasons.,unknown,0.3,False,closed_or_stale,closed_or_stale,False,2026-05-16T17:03:57Z,1,46
pharm-1-48,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Babcock Square Pharmacy,Babcock Square Pharmacy,,San Antonio,Bexar,TX,,,,,,,Independent (RxLocal),,,no_signal,,,unknown,False,[],1,,unknown,45.0,no owner-age signal; midpoint placeholder,50,"Class A pharmacy, tenure unknown — placeholder midpoint",88,6 coast tell(s): No website; Limited online presence; pre-2015 website or none; single-store solo PIC operation; RxLocal-only microsite (no independent domain); no public team / about page,60,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline),20,D,D-tier: Babcock Square Pharmacy (San Antonio). DROP: cannot_verify_business_exists,Not a current target. See disqualifier / distress reasons.,unknown,0.25,False,cannot_verify_business_exists,,False,2026-05-16T17:03:57Z,1,48
pharm-2-54,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Peoples Pharmacy (Westbank),Peoples Rx Westbank,4201 Westbank Dr,Austin,Travis,TX,78746,(512) 327-8877,https://peoplesrx.com/,,Class A (Community Pharmacy) + Compounding,"Bill Swail, RPh (founder of parent)",Good Neighbor Pharmacy,Bill Swail; daughter Jeneen Schloz,73,founding_date_proxy,46,46,unknown,False,[],,,,95.5,"Owner ~73 (68+ band, peak succession risk)",85,Solo pharmacist 10+yr Class A (46yr tenure) | +3 banner (GNP/Health Mart),67,3 coast tell(s): no specialty services; 30+ yr tenure under same owner; single-store solo PIC operation,57,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Austin),20,D,"D-tier: Peoples Pharmacy (Westbank) (Austin). Family successor in place — demoted (watch-list, not active target), DROP: duplicate_of_other_spine_entry",Not a current target. See disqualifier / distress reasons.,medium,0.7,False,duplicate_of_other_spine_entry,duplicate_of_other_spine_entry,True,2026-05-16T17:03:57Z,2,54
pharm-2-60,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Nau's Enfield Pharmacy,Nau's Enfield Drug,1115 W Lynn St,Austin,Travis,TX,78703,,https://www.facebook.com/Naus/,,Class A (Community Pharmacy),"Lambert Labay, RPh (deceased; family operated until 2023 closure)",Independent (RxLocal),Lambert Labay (deceased),,deceased,,72,closed_dissolved,True,"[""Pharmacy CLOSED 2023 \u2014 lease not renewed; owner Lambert Labay died"", ""entity_status=closed_dissolved"", ""closed/dissolved per notes""]",,0,,45.0,no owner-age signal; midpoint placeholder,82,Solo pharmacist 10+yr Class A (72yr tenure),55,2 coast tell(s): no specialty services; single-store solo PIC operation,57,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Austin),20,D,"D-tier: Nau's Enfield Pharmacy (Austin). Hard gate: distressed — capped to D_pass<=25, DROP: closed_or_stale",Not a current target. See disqualifier / distress reasons.,medium,0.7,False,closed_or_stale,closed_or_stale,False,2026-05-16T17:03:57Z,2,60
